Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton,predicted_demand,optimized_supply
WH_107550,EID_57550,Rural,Small,North,Zone 6,7,1,4,4863,Company Owned,41,0,0,1,125,27.0,2021.0,0,0,,0,13,6100,1398.840388408542,1392.590388408542
WH_107554,EID_57554,Rural,Mid,West,Zone 4,5,0,5,4381,Rented,30,0,0,1,198,24.0,2006.0,36,0,A,6,11,48138,46330.162365273165,12000.0
WH_107555,EID_57555,Rural,Mid,South,Zone 2,5,0,2,5299,Rented,60,0,0,1,109,39.0,2000.0,35,0,B,4,32,44129,45075.70061428583,19500.0
WH_107556,EID_57556,Rural,Small,South,Zone 1,7,0,2,5557,Rented,30,0,0,0,171,19.0,2018.0,12,0,C,2,21,16071,16740.7124437436,9500.0
WH_107557,EID_57557,Rural,Large,North,Zone 5,3,0,3,7079,Rented,34,1,0,1,77,40.0,2007.0,15,0,B+,3,14,18119,19637.652111673087,19633.80211167309
WH_107558,EID_57558,Rural,Mid,West,Zone 3,4,2,4,4438,Rented,67,0,0,0,82,21.0,2018.0,5,0,B+,3,19,6122,6670.405083447869,6666.30508344787
WH_107559,EID_57559,Rural,Large,West,Zone 6,6,0,6,3852,Company Owned,32,0,0,1,115,25.0,2002.0,29,1,C,3,23,41060,37606.69409109981,12500.0
WH_107560,EID_57560,Rural,Mid,North,Zone 3,5,0,4,3776,Company Owned,15,0,0,1,141,40.0,2008.0,21,0,A,3,27,28097,27563.837094524497,20000.0
WH_107561,EID_57561,Rural,Mid,South,Zone 2,7,0,2,4604,Rented,41,0,0,1,220,21.0,2021.0,0,0,,0,1,6121,1731.0553545679431,1720.0553545679431
WH_107562,EID_57562,Rural,Mid,West,Zone 4,6,0,2,4039,Company Owned,54,0,0,1,254,26.0,2020.0,7,0,A,3,11,9098,10096.303414723137,10083.603414723137
WH_107564,EID_57564,Rural,Large,North,Zone 6,5,0,3,5619,Company Owned,67,0,0,1,248,25.0,2011.0,22,0,A,3,29,30140,29087.859379610018,12500.0
WH_107566,EID_57566,Rural,Small,North,Zone 6,4,1,3,5400,Company Owned,32,0,0,1,117,30.0,2011.0,17,0,B,5,13,20098,21725.70096756841,15000.0
WH_107567,EID_57567,Rural,Large,West,Zone 5,6,1,3,5057,Rented,31,0,0,0,227,17.0,1998.0,27,1,B+,5,10,33056,33885.229977867624,8500.0
WH_107569,EID_57569,Rural,Mid,South,Zone 3,6,0,2,4769,Rented,16,0,0,0,69,24.0,2019.0,6,1,C,1,19,8131,9200.061877753964,9196.611877753963
WH_107570,EID_57570,Rural,Large,South,Zone 5,3,0,2,5992,Rented,22,0,0,1,132,22.0,1997.0,24,0,B+,6,14,28140,29976.284099945013,11000.0
WH_107572,EID_57572,Rural,Large,North,Zone 6,4,0,4,4367,Rented,23,0,0,0,83,19.0,2008.0,18,0,C,4,29,23100,23394.3202932461,9500.0
WH_107573,EID_57573,Rural,Mid,West,Zone 3,8,0,6,3472,Rented,15,0,0,1,257,28.0,2007.0,15,1,A+,5,19,21141,19153.159449164057,14000.0
WH_107576,EID_57576,Rural,Large,South,Zone 5,5,1,2,3924,Company Owned,17,0,0,1,80,35.0,2005.0,28,0,C,4,10,37079,35938.07476542215,17500.0
WH_107577,EID_57577,Rural,Mid,East,Zone 4,8,0,2,5582,Rented,22,0,0,1,249,32.0,2021.0,5,0,C,1,26,6084,8034.259806686576,8021.809806686576
WH_107578,EID_57578,Rural,Large,North,Zone 6,3,0,3,4444,Company Owned,53,0,0,1,83,26.0,2010.0,15,0,B,3,28,18079,19852.58424008396,13000.0
WH_107582,EID_57582,Rural,Small,West,Zone 6,7,1,4,3374,Company Owned,33,0,0,0,97,30.0,2009.0,17,0,C,3,9,22106,22066.90554447021,15000.0
WH_107583,EID_57583,Rural,Mid,West,Zone 4,6,0,5,4986,Company Owned,56,0,0,1,251,25.0,2011.0,20,0,B+,6,26,23151,25742.940072497207,12500.0
WH_107584,EID_57584,Rural,Large,East,Zone 5,3,0,4,5175,Company Owned,42,0,0,1,193,26.0,2016.0,5,1,A+,5,14,7067,6707.054267650354,6697.404267650353
WH_107585,EID_57585,Rural,Mid,South,Zone 2,5,0,4,4421,Rented,26,0,0,0,214,29.0,2019.0,8,0,B,1,32,10080,11818.242191103229,11807.54219110323
WH_107588,EID_57588,Rural,Mid,West,Zone 3,6,1,4,4767,Rented,28,0,0,1,270,31.0,1998.0,24,0,B,6,19,29085,29715.713176589226,15500.0
WH_107589,EID_57589,Rural,Large,West,Zone 5,6,0,5,4345,Company Owned,19,0,0,0,121,24.0,2009.0,19,0,C,2,14,24122,25259.54715523342,12000.0
WH_107590,EID_57590,Rural,Large,West,Zone 5,6,1,3,5298,Rented,27,0,0,0,189,19.0,2013.0,12,1,A+,3,24,17064,15808.03093231155,9500.0
WH_107591,EID_57591,Rural,Small,South,Zone 1,7,2,2,5416,Rented,66,0,0,1,200,27.0,2017.0,6,0,B+,4,3,7080,7665.604866064357,7655.604866064357
WH_107595,EID_57595,Rural,Large,North,Zone 5,5,0,2,5222,Rented,34,0,0,0,62,21.0,1998.0,25,0,B+,3,17,31057,32083.75729318679,10500.0
WH_107597,EID_57597,Urban,Mid,North,Zone 3,8,0,2,5355,Company Owned,15,0,0,1,268,54.0,2009.0,25,1,A+,3,19,33097,32871.84176402664,27000.0
WH_107600,EID_57600,Rural,Small,North,Zone 1,6,0,4,4327,Company Owned,24,0,0,1,211,38.0,2002.0,31,1,C,6,30,42138,39498.13541068553,19000.0
WH_107601,EID_57601,Rural,Large,North,Zone 6,4,0,3,4663,Rented,50,0,0,0,259,16.0,2012.0,19,0,B,2,28,24109,25474.479283644265,8000.0
WH_107603,EID_57603,Rural,Large,North,Zone 6,7,0,2,5146,Company Owned,16,1,0,0,107,22.0,2006.0,17,1,A,4,6,24103,21941.942050964222,11000.0
WH_107604,EID_57604,Rural,Large,North,Zone 5,7,0,2,5925,Rented,25,0,0,0,133,16.0,2000.0,38,0,A,2,17,51127,49487.46374681877,8000.0
WH_107607,EID_57607,Rural,Mid,North,Zone 3,7,1,2,6717,Rented,46,1,0,0,64,22.0,2005.0,33,1,B+,4,27,41096,42483.525548795296,11000.0
WH_107609,EID_57609,Rural,Mid,West,Zone 4,5,0,5,4295,Company Owned,17,1,0,1,185,26.0,2013.0,14,0,A,4,26,19127,18516.1798805657,13000.0
WH_107610,EID_57610,Urban,Mid,South,Zone 3,6,0,2,5038,Rented,42,1,0,1,131,30.0,2013.0,10,0,C,3,19,13128,13522.065585121687,13515.515585121688
WH_107612,EID_57612,Rural,Mid,West,Zone 4,5,0,3,4543,Company Owned,54,0,0,1,104,31.0,2022.0,0,0,,0,26,6100,1802.699397371558,1797.499397371558
WH_107613,EID_57613,Rural,Mid,North,Zone 4,7,0,4,5586,Company Owned,35,1,0,1,167,46.0,2004.0,30,0,C,2,26,40101,39301.31866463623,23000.0
WH_107614,EID_57614,Rural,Small,West,Zone 6,6,0,5,6683,Rented,31,0,0,0,197,18.0,2021.0,6,1,C,1,15,9088,9343.349963361194,9000.0
WH_107616,EID_57616,Rural,Large,North,Zone 6,4,0,3,3498,Rented,31,0,0,0,175,28.0,2013.0,18,0,A,6,28,22115,23268.047844755172,14000.0
WH_107617,EID_57617,Rural,Mid,North,Zone 2,6,0,4,4935,Company Owned,15,1,0,1,174,29.0,2006.0,24,1,A+,2,18,32063,31590.065810195694,14500.0
WH_107622,EID_57622,Rural,Large,West,Zone 6,6,0,4,6385,Rented,16,0,0,1,73,29.0,2018.0,9,0,B+,6,6,10082,11844.456648701627,11840.806648701628
WH_107626,EID_57626,Urban,Large,North,Zone 5,4,0,3,5959,Company Owned,22,0,0,1,231,22.0,2012.0,18,0,B+,5,10,21128,23438.650133206072,11000.0
WH_107627,EID_57627,Rural,Mid,North,Zone 4,4,1,2,4993,Rented,62,0,0,0,202,17.0,2008.0,23,1,A,4,26,30087,29607.556110459846,8500.0
WH_107628,EID_57628,Rural,Large,North,Zone 6,6,4,2,7134,Company Owned,58,0,0,1,153,29.0,2012.0,20,1,A+,2,7,26106,25454.709575681365,14500.0
WH_107631,EID_57631,Rural,Large,North,Zone 6,6,0,2,7618,Rented,23,0,0,1,159,33.0,2016.0,19,0,B+,5,28,23065,25034.316461095208,16500.0
WH_107633,EID_57633,Rural,Large,North,Zone 6,8,0,2,5676,Company Owned,65,0,0,1,113,28.0,2012.0,21,1,B+,6,23,28098,27123.67427197544,14000.0
WH_107639,EID_57639,Rural,Small,West,Zone 1,5,0,4,4454,Rented,30,0,0,0,190,33.0,2017.0,6,0,B+,5,31,6130,8087.788467128616,8078.288467128616
WH_107640,EID_57640,Rural,Large,North,Zone 6,8,0,2,4771,Rented,47,0,0,1,58,46.0,2009.0,20,1,B,2,23,23132,26568.637311908038,23000.0
WH_107641,EID_57641,Rural,Large,North,Zone 6,3,0,4,6416,Company Owned,43,0,1,1,168,28.0,2023.0,0,0,,0,7,6073,1874.3434401751729,1865.9434401751728
WH_107642,EID_57642,Rural,Mid,North,Zone 3,3,0,4,4863,Company Owned,40,0,0,1,65,40.0,1999.0,24,0,B+,5,27,29063,30361.818516806758,20000.0
WH_107646,EID_57646,Rural,Small,South,Zone 6,7,1,2,3878,Rented,65,0,0,1,249,23.0,2010.0,14,0,C,4,9,18075,17969.032785995427,11500.0
WH_107647,EID_57647,Rural,Mid,South,Zone 3,7,0,2,5327,Company Owned,66,1,0,1,115,26.0,2023.0,0,0,,0,27,6081,1874.3434401751729,1868.5934401751729
WH_107648,EID_57648,Rural,Small,South,Zone 1,7,0,2,4901,Rented,45,0,0,0,126,16.0,2018.0,11,1,C,3,16,15087,15189.375955814437,8000.0
WH_107650,EID_57650,Rural,Small,West,Zone 6,7,0,4,5013,Company Owned,52,1,0,1,260,41.0,2018.0,10,0,C,1,15,13094,14364.77846164885,14351.77846164885
WH_107652,EID_57652,Rural,Large,North,Zone 6,4,1,4,5053,Rented,31,0,0,0,91,20.0,2017.0,13,1,A,3,28,18108,17403.697260200657,10000.0
WH_107654,EID_57654,Rural,Mid,South,Zone 2,5,0,3,5606,Company Owned,54,0,0,1,205,28.0,2018.0,5,1,B+,1,32,6151,7819.327678275702,7809.077678275702
WH_107656,EID_57656,Rural,Mid,South,Zone 3,7,0,2,5524,Company Owned,56,0,0,0,187,31.0,2010.0,23,0,B+,2,19,29071,30567.551824735565,15500.0
WH_107657,EID_57657,Rural,Mid,North,Zone 2,7,0,4,4528,Company Owned,51,0,0,0,77,33.0,1997.0,27,0,B,4,12,33145,34388.047232477926,16500.0
WH_107659,EID_57659,Rural,Mid,West,Zone 4,4,0,4,4525,Company Owned,20,0,0,1,92,30.0,1998.0,25,1,C,2,11,33128,32326.003624441335,15000.0
WH_107661,EID_57661,Rural,Mid,North,Zone 2,7,0,2,5817,Rented,22,0,0,1,258,48.0,2012.0,14,0,C,4,22,19066,18444.535837762058,18431.635837762056
WH_107663,EID_57663,Rural,Mid,North,Zone 4,3,0,3,4543,Company Owned,24,0,0,0,200,24.0,2016.0,10,0,A,6,26,15139,13010.258719769015,12000.0
WH_107667,EID_57667,Rural,Large,South,Zone 6,3,0,2,8893,Company Owned,67,0,0,1,149,30.0,2000.0,24,0,C,6,23,30069,30191.216228355857,15000.0
WH_107668,EID_57668,Rural,Small,South,Zone 1,5,0,2,4487,Company Owned,25,0,0,1,227,38.0,2018.0,10,1,A,6,31,14064,13153.546805376245,13142.196805376245
WH_107670,EID_57670,Rural,Large,North,Zone 6,8,2,3,4226,Company Owned,64,0,0,1,113,26.0,2003.0,39,1,A+,2,4,51089,50347.05609958552,13000.0
WH_107671,EID_57671,Rural,Mid,West,Zone 4,7,0,2,5814,Company Owned,53,0,0,0,196,23.0,1996.0,22,0,C,3,11,30141,28013.19873755565,11500.0
WH_107672,EID_57672,Rural,Mid,South,Zone 2,3,1,4,4538,Rented,15,0,0,0,83,20.0,2019.0,4,1,B,3,12,5066,5765.1739357362385,5761.023935736239
WH_107673,EID_57673,Rural,Small,South,Zone 6,8,0,2,5135,Company Owned,28,0,0,1,79,32.0,2002.0,32,1,B,2,2,39072,41776.210892378236,16000.0
WH_107674,EID_57674,Rural,Mid,West,Zone 3,4,0,4,3624,Company Owned,16,0,0,0,64,21.0,2020.0,4,0,A,2,19,5133,6411.279275953799,6408.079275953799
WH_107675,EID_57675,Urban,Large,West,Zone 6,3,0,3,3941,Rented,37,0,0,0,141,15.0,1998.0,20,0,C,2,29,26096,25780.552841068187,7500.0
WH_107676,EID_57676,Rural,Mid,North,Zone 4,4,0,3,4372,Rented,29,0,0,0,208,29.0,1998.0,32,0,A,4,26,43146,41005.14205865469,14500.0
WH_107679,EID_57679,Rural,Small,South,Zone 1,6,0,3,8001,Rented,45,0,0,0,244,43.0,2019.0,5,0,B,3,21,5098,7406.479058570258,7394.279058570258
WH_107681,EID_57681,Rural,Small,North,Zone 1,4,0,3,4910,Company Owned,27,0,0,1,58,26.0,2016.0,8,1,A+,1,31,11108,11603.310062692355,11600.410062692354
WH_107683,EID_57683,Rural,Mid,West,Zone 2,5,0,6,4926,Company Owned,39,0,0,1,199,24.0,2019.0,9,1,C,2,18,12101,12885.086016523332,12000.0
WH_107684,EID_57684,Rural,Small,North,Zone 1,7,0,3,4350,Company Owned,18,0,0,1,187,30.0,2010.0,18,0,B+,4,3,20072,23537.608378853358,15000.0
WH_107688,EID_57688,Rural,Mid,West,Zone 2,7,0,4,4654,Rented,17,0,0,0,143,19.0,2003.0,25,1,A+,4,12,32066,32199.73117595041,9500.0
WH_107690,EID_57690,Rural,Mid,West,Zone 2,4,0,3,5102,Rented,46,0,0,1,198,33.0,1997.0,22,0,B+,2,1,25107,28327.089111613837,16500.0
WH_107692,EID_57692,Rural,Mid,West,Zone 3,5,0,5,6649,Rented,57,0,0,0,138,32.0,2009.0,18,0,B+,3,27,21081,23708.21066730423,16000.0
WH_107693,EID_57693,Rural,Small,North,Zone 1,4,2,3,4417,Company Owned,65,1,0,1,98,16.0,1997.0,17,0,B,4,3,20141,20632.715733412857,8000.0
WH_107694,EID_57694,Rural,Large,North,Zone 6,5,0,4,4146,Company Owned,17,0,0,0,252,26.0,2015.0,19,1,B+,2,29,25131,25689.41141205514,13000.0
WH_107695,EID_57695,Rural,Mid,North,Zone 4,4,0,3,4886,Company Owned,15,0,0,0,69,31.0,2008.0,23,1,A,2,26,32095,30424.263739128306,15500.0
WH_107698,EID_57698,Rural,Mid,West,Zone 4,6,0,4,6132,Rented,47,0,0,0,213,36.0,2002.0,22,0,A,6,11,27055,27716.32400061385,18000.0
WH_107699,EID_57699,Rural,Large,West,Zone 5,7,0,2,4554,Rented,48,0,0,0,206,29.0,2014.0,12,0,C,5,14,15091,15727.397278765537,14500.0
WH_107700,EID_57700,Rural,Large,North,Zone 6,7,0,2,4440,Rented,45,0,0,1,237,40.0,2022.0,0,0,,0,23,14064,1802.699397371558,1790.849397371558
WH_107701,EID_57701,Rural,Mid,South,Zone 2,6,0,4,3961,Rented,37,0,0,0,159,20.0,2004.0,17,0,A,2,32,21127,22283.146627866052,10000.0
WH_107703,EID_57703,Rural,Large,North,Zone 6,4,0,3,3925,Company Owned,41,0,0,1,218,25.0,1998.0,24,1,A+,5,23,31135,30290.174474003143,12500.0
WH_107706,EID_57706,Rural,Mid,West,Zone 4,3,0,3,5084,Rented,64,0,0,0,211,18.0,2016.0,16,1,A+,5,11,24118,21107.045991071296,9000.0
WH_107712,EID_57712,Rural,Mid,West,Zone 4,4,0,5,4460,Company Owned,31,0,0,1,195,30.0,2016.0,20,1,A+,2,11,29141,27070.1456115334,15000.0
WH_107715,EID_57715,Rural,Mid,North,Zone 4,5,0,5,7166,Rented,32,0,0,1,228,27.0,2018.0,13,1,B,3,26,16139,17807.556269163702,13500.0
WH_107716,EID_57716,Rural,Large,South,Zone 6,4,0,2,4603,Company Owned,40,0,0,0,129,28.0,2015.0,21,0,B,3,23,27082,28065.34539414986,14000.0
WH_107719,EID_57719,Rural,Large,North,Zone 5,8,0,3,5923,Rented,29,0,0,0,165,25.0,2013.0,13,1,A+,6,24,17136,16722.597061382025,12500.0
WH_107721,EID_57721,Rural,Large,North,Zone 6,7,0,2,4641,Rented,51,0,0,0,177,28.0,2020.0,5,0,B+,1,28,6102,7962.615763882961,7953.7657638829605
WH_107722,EID_57722,Rural,Large,North,Zone 6,8,3,3,4077,Rented,33,0,0,1,269,26.0,2010.0,19,0,C,3,28,23102,24092.299968304316,13000.0
WH_107725,EID_57725,Rural,Small,North,Zone 6,8,0,3,5787,Company Owned,52,0,0,0,154,56.0,2014.0,10,1,A+,5,9,14110,13109.216965416272,13101.516965416273
WH_107727,EID_57727,Rural,Large,South,Zone 5,7,0,3,4156,Rented,49,0,0,1,250,31.0,2020.0,5,0,C,2,25,7096,7720.369432628446,7707.869432628446
WH_107728,EID_57728,Rural,Large,South,Zone 6,8,3,4,6204,Rented,21,0,0,1,186,30.0,2013.0,10,0,B+,5,29,11082,12040.928024134482,12031.628024134483
WH_107732,EID_57732,Rural,Mid,West,Zone 3,6,1,5,3074,Company Owned,36,0,1,1,61,32.0,2000.0,28,1,B+,5,19,34076,35337.6082201495,16000.0
WH_107734,EID_57734,Rural,Large,West,Zone 6,4,0,5,4281,Rented,34,0,0,1,244,57.0,2011.0,16,1,B+,5,23,19066,20748.825777053193,20736.625777053196
WH_107736,EID_57736,Urban,Large,North,Zone 6,6,0,2,5751,Rented,26,0,0,0,261,27.0,2000.0,34,1,A+,6,6,45097,43282.11779510218,13500.0
WH_107737,EID_57737,Rural,Large,South,Zone 6,8,0,2,7349,Rented,26,0,0,0,75,17.0,1997.0,37,0,C,5,29,50104,47236.702467969706,8500.0
WH_107738,EID_57738,Rural,Large,North,Zone 6,4,0,2,5061,Company Owned,32,0,0,1,237,24.0,2017.0,5,0,C,1,23,6065,7747.683635472087,7735.833635472088
WH_107739,EID_57739,Rural,Mid,West,Zone 4,6,0,7,5710,Company Owned,56,1,0,1,190,37.0,2020.0,4,0,C,3,26,6069,6169.032944699255,6159.532944699255
WH_107742,EID_57742,Rural,Large,West,Zone 5,5,0,3,4448,Company Owned,68,1,0,1,218,35.0,2013.0,13,1,A,1,25,17141,17933.82871765463,17500.0
WH_107743,EID_57743,Rural,Mid,East,Zone 3,8,1,6,4649,Rented,67,0,0,1,258,23.0,2015.0,13,1,C,1,27,17085,17744.901837102487,11500.0
WH_107744,EID_57744,Rural,Large,South,Zone 6,7,0,3,4580,Company Owned,58,0,0,1,123,29.0,2002.0,38,1,A+,4,23,53065,49146.25916991697,14500.0
WH_107745,EID_57745,Rural,Large,West,Zone 5,3,0,5,4619,Company Owned,50,0,0,0,109,27.0,2020.0,8,0,C,1,14,10058,11889.886233906844,11884.436233906843
WH_107746,EID_57746,Rural,Large,North,Zone 6,4,1,4,4545,Company Owned,26,0,0,1,165,27.0,2011.0,19,1,B,4,6,22146,24586.12761217219,13500.0
WH_107747,EID_57747,Rural,Small,South,Zone 6,5,0,2,7014,Company Owned,65,0,0,0,185,30.0,1996.0,27,1,B+,5,2,33126,34074.156858419796,15000.0
WH_107748,EID_57748,Rural,Large,North,Zone 6,4,0,3,4758,Company Owned,52,0,0,0,185,28.0,2020.0,5,0,B,2,23,5077,7720.369432628446,7711.119432628446
WH_107750,EID_57750,Rural,Mid,West,Zone 2,7,0,2,4872,Rented,50,1,0,1,62,27.0,2012.0,16,0,A,4,12,22116,21062.716151111323,13500.0
WH_107752,EID_57752,Rural,Large,South,Zone 5,6,0,2,5522,Rented,67,0,0,0,70,25.0,2001.0,15,1,B+,4,25,17084,18965.541523596854,12500.0
WH_107753,EID_57753,Rural,Large,West,Zone 6,8,1,4,4928,Company Owned,49,0,0,1,107,28.0,2012.0,14,0,B,4,6,17065,18112.320871602657,14000.0
WH_107754,EID_57754,Rural,Mid,South,Zone 4,5,1,3,4634,Rented,47,0,0,1,114,23.0,2002.0,23,0,B,5,26,28110,28935.445522383583,11500.0
WH_107756,EID_57756,Rural,Small,West,Zone 6,6,0,6,4867,Company Owned,53,0,0,1,175,25.0,2014.0,21,0,B,1,15,26112,28478.194013855304,12500.0
WH_107757,EID_57757,Rural,Large,North,Zone 6,5,1,5,4337,Rented,35,0,0,0,253,14.0,1999.0,33,0,B,4,6,39133,42053.66129197355,7000.0
WH_107758,EID_57758,Rural,Large,North,Zone 6,8,0,2,6182,Rented,46,0,0,1,201,26.0,2009.0,24,0,A,5,28,33076,31078.258944842994,13000.0
WH_107759,EID_57759,Rural,Large,West,Zone 6,8,0,3,4625,Rented,17,0,0,1,118,30.0,2017.0,11,0,C,1,29,15136,15602.224575519853,15000.0
WH_107766,EID_57766,Rural,Mid,West,Zone 4,7,0,5,3651,Company Owned,34,0,1,1,163,22.0,2012.0,14,1,B+,3,26,18129,18686.782169016573,11000.0
WH_107767,EID_57767,Rural,Small,South,Zone 6,7,2,1,6583,Rented,62,1,1,1,164,33.0,2016.0,9,0,C,3,9,12082,11763.47762453914,11755.27762453914
WH_107768,EID_57768,Rural,Small,West,Zone 6,8,0,3,4858,Company Owned,66,0,0,1,261,30.0,2003.0,25,0,B+,3,15,29113,32441.977507204923,15000.0
WH_107769,EID_57769,Rural,Large,West,Zone 6,3,0,5,3343,Rented,52,0,1,0,104,26.0,2018.0,6,1,C,3,6,7101,8643.92517244126,8638.72517244126
WH_107772,EID_57772,Rural,Mid,North,Zone 4,8,0,4,4882,Rented,15,0,0,1,218,14.0,2001.0,24,0,A,4,26,31083,30747.35293366853,7000.0
WH_107773,EID_57773,Rural,Large,North,Zone 5,3,0,2,5732,Company Owned,37,0,0,0,69,24.0,2002.0,34,0,C,5,17,45133,43667.65221196393,12000.0
WH_107776,EID_57776,Rural,Large,South,Zone 6,6,0,2,6039,Rented,55,0,0,0,135,20.0,2008.0,20,0,B+,3,29,23061,26254.74693784988,10000.0
WH_107779,EID_57779,Rural,Mid,West,Zone 2,7,0,4,8766,Rented,24,0,0,0,89,25.0,2012.0,19,1,B+,3,12,22097,25232.23295238972,12500.0
WH_107784,EID_57784,Rural,Mid,West,Zone 3,8,0,4,3282,Rented,36,0,0,1,105,31.0,2022.0,0,0,,0,19,5150,1802.699397371558,1797.449397371558
WH_107789,EID_57789,Rural,Large,West,Zone 5,5,0,4,5463,Company Owned,24,0,0,0,267,23.0,2017.0,12,0,B,4,10,14104,16184.575738430925,11500.0
WH_107790,EID_57790,Rural,Small,North,Zone 1,6,0,2,5568,Rented,33,0,0,1,65,25.0,2008.0,22,0,C,3,3,30064,28872.927251199144,12500.0
WH_107792,EID_57792,Urban,Mid,South,Zone 3,5,0,2,4481,Rented,16,0,0,0,244,26.0,2020.0,6,0,B,1,19,7088,9271.705920557579,9259.50592055758
WH_107793,EID_57793,Rural,Mid,West,Zone 4,6,0,6,4807,Company Owned,23,0,0,0,132,24.0,2015.0,15,0,B,6,26,19090,19484.06546033855,12000.0
WH_107794,EID_57794,Rural,Small,West,Zone 6,7,0,3,7109,Company Owned,68,1,0,1,90,30.0,2000.0,25,0,B+,2,15,30069,32469.291710048594,15000.0
WH_107798,EID_57798,Rural,Small,North,Zone 1,8,0,3,5163,Company Owned,30,0,0,1,255,44.0,2000.0,28,0,C,5,21,38094,35669.8231863089,22000.0
WH_107799,EID_57799,Rural,Mid,South,Zone 3,5,1,1,4728,Rented,23,0,0,1,168,30.0,2001.0,34,0,B,6,27,41080,43021.546871746395,15000.0
WH_107801,EID_57801,Rural,Mid,West,Zone 2,8,0,2,7816,Company Owned,15,0,0,1,247,25.0,2007.0,21,1,B+,3,12,27117,27492.193051720882,12500.0
WH_107802,EID_57802,Rural,Mid,South,Zone 4,6,0,2,6086,Company Owned,16,0,0,1,237,22.0,2006.0,24,0,B+,6,26,27139,30621.080485177605,11000.0
WH_107805,EID_57805,Rural,Large,North,Zone 5,6,0,3,4976,Rented,54,0,0,0,214,31.0,2020.0,7,0,B+,1,14,9108,10580.796077232197,10570.096077232198
WH_107806,EID_57806,Rural,Mid,West,Zone 2,5,0,2,7487,Rented,55,0,0,0,136,26.0,2019.0,6,0,C,3,1,9090,8715.569215244905,8708.769215244905
WH_107807,EID_57807,Urban,Large,South,Zone 5,3,0,2,5379,Company Owned,53,0,0,0,174,26.0,1998.0,23,0,B+,6,10,26087,28738.83798607398,13000.0
WH_107809,EID_57809,Rural,Large,North,Zone 6,7,0,4,4536,Rented,66,0,0,1,207,30.0,2017.0,5,1,B+,2,28,6147,7505.437304217572,7495.087304217573
WH_107811,EID_57811,Urban,Large,West,Zone 6,7,1,2,8095,Rented,62,0,0,0,230,28.0,1997.0,25,0,A,6,23,32119,30953.15929046023,14000.0
WH_107813,EID_57813,Rural,Mid,South,Zone 4,5,2,1,3128,Rented,23,0,0,0,91,35.0,2003.0,15,1,B+,6,26,18067,17959.90701437628,17500.0
WH_107814,EID_57814,Rural,Large,West,Zone 6,8,0,4,6152,Rented,22,0,0,0,249,19.0,2021.0,4,1,B,2,6,4098,6482.923318757414,6470.473318757414
WH_107816,EID_57816,Urban,Large,West,Zone 5,8,0,4,4227,Rented,46,0,0,0,270,37.0,2021.0,8,0,B,3,14,10139,11477.0376142014,11463.5376142014
WH_107819,EID_57819,Rural,Mid,North,Zone 4,5,0,2,5464,Rented,66,0,0,0,240,18.0,1997.0,27,0,B+,2,26,34087,34872.539894986985,9000.0
WH_107823,EID_57823,Rural,Large,West,Zone 5,3,0,3,5410,Rented,48,0,0,1,93,27.0,1997.0,28,0,A,4,14,37117,35697.13738915254,13500.0
WH_107832,EID_57832,Rural,Small,West,Zone 6,7,0,4,5330,Rented,23,0,0,0,224,19.0,2008.0,17,0,B,3,15,21138,22327.476467825996,9500.0
WH_107834,EID_57834,Rural,Small,South,Zone 6,4,0,2,4135,Company Owned,57,0,0,0,170,30.0,2017.0,13,0,B,2,2,16114,17978.158557614603,15000.0
WH_107840,EID_57840,Rural,Small,West,Zone 6,3,0,4,4597,Company Owned,33,1,0,1,244,26.0,2005.0,25,0,A,2,15,31084,32827.5119240667,13000.0
WH_107842,EID_57842,Urban,Mid,South,Zone 2,8,0,2,6029,Rented,31,0,0,0,242,24.0,2008.0,19,0,B+,2,32,23140,25187.903112429776,12000.0
WH_107845,EID_57845,Rural,Small,North,Zone 6,5,1,3,4966,Company Owned,60,1,0,1,137,28.0,2001.0,32,1,A,6,13,42134,40403.36655839713,14000.0
WH_107847,EID_57847,Rural,Large,North,Zone 5,3,1,3,5263,Company Owned,44,0,0,0,148,18.0,2000.0,26,0,B,3,10,32112,33203.920569309266,9000.0
WH_107850,EID_57850,Rural,Mid,North,Zone 4,8,0,5,5188,Rented,66,0,0,1,179,22.0,2018.0,12,0,C,3,26,17118,16498.466112489055,11000.0
WH_107851,EID_57851,Rural,Large,North,Zone 6,5,0,4,3909,Rented,21,0,0,0,109,16.0,2003.0,38,0,C,5,28,52065,48975.65688146607,8000.0
WH_107852,EID_57852,Urban,Mid,North,Zone 4,6,0,3,4140,Company Owned,16,1,0,1,130,33.0,2016.0,9,0,B+,3,26,11075,12427.907556857914,12421.407556857914
WH_107853,EID_57853,Rural,Mid,West,Zone 4,8,0,5,4425,Company Owned,30,0,0,1,255,24.0,2019.0,5,0,B,1,26,6091,7890.971721079317,7878.221721079317
WH_107854,EID_57854,Rural,Mid,South,Zone 3,7,0,3,4134,Rented,53,0,0,1,134,28.0,2019.0,6,1,C,2,19,9134,8957.815546499449,8951.115546499448
